netsuite_internal_id,netsuite_id,name,sales_rep_name,missing_email,missing_address,internal_nsa_email,email_raw,phone,address_raw,city,state,zip,parent_name,reasons
3802,412 FB,Liberty HS Football,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Liberty HS Football
Robert Candelaria
925 Jewetta Ave
Bakersfield CA 93312
United States",Bakersfield,CA,93312,Liberty High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3772,394,Liberty HS Softball,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Liberty HS Softball
925 Jewetta Ave
Bakersfield CA 93312
United States",Bakersfield,CA,93312,Liberty High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4603,1513,Lincoln High School,Kelly Bean,yes,,,,,"Lincoln High School
1750 SW Salmon St
Portland OR 97205
United States",Portland,OR,97205,,no customer email
4243,1216,Little Rock HS Football,Jered Hunt,yes,,,,,"Little Rock HS Football
10833 E Avenue R
Littlerock CA 93543
United States",Littlerock,CA,93543,,no customer email
3666,316,Live Oak Football,Jeff Bianchini,yes,,yes,steve@nationalsportsapparel.com,,"Live Oak Football
1505 E. Main Avenue
Morgan Hill CA 95037
United States",Morgan Hill,CA,95037,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4205,1188,Lower Lake HS Football,Jered Hunt,yes,,,,,"Lower Lake HS Football 
9430 Lake St
Lower Lake  CA 95457
United States",Lower Lake,CA,95457,,no customer email
4858,5065,Loyola High School Soccer,Mike Mercuriali,yes,yes,,,,,,,,,no customer email; missing structured address
4015,1027,Malibu HS Boys Soccer,Jered Hunt,yes,,,,,"Liam Anderson
Malibu HS Boys Soccer
30215 Morning View Dr
Malibu CA 90265
United States",Malibu,CA,90265,,no customer email
4791,1682,Mar Vista High School Tennis,Mike Mercuriali,yes,,,,,"Mar Vista High School Tennis
505 Elm Ave
Imperial Beach CA 91932
United States",Imperial Beach,CA,91932,Mar Vista High School,no customer email
4031,1040,Maranatha Christian High School,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Maranatha Christian High School
9050 Maranatha Drive
San Diego CA 92127
United States",San Diego,CA,92127,,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4032,1041,Maranatha Christian NHS,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Maranatha Christian High School NHS
9050 Maranatha Drive
San Diego CA 92127
United States",San Diego,CA,92127,Maranatha Christian High School,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4562,1481,Marco Ybarra,Mike Mercuriali,,yes,,mybarra@rebelssoccerclub.com,,,,,,,missing structured address
4729,1628,Maria Carrillo High School,Kelly Bean,yes,,yes,kelly@nationalsportsapparel.com,,"Maria Carrillo High School
6975 Montecito Blvd
Santa Rosa CA 95409
United States",Santa Rosa,CA,95409,,no customer email; had NSA-internal email (kelly@nationalsportsapparel.com)
4157,1148,Marina HS Football,Jered Hunt,yes,,,,,"Jason Dennis
Marina HS Football
298 Patton Pkwy
Marina CA 93933
United States",Marina,CA,93933,,no customer email
4164,1152,Mark Keppel HS Football,Jered Hunt,yes,,,,,"Mark Keppel HS Football
501 Hellman Ave
Alhambra CA 91801
United States",Alhambra,CA,91801,,no customer email
5012,5187,Marlow Martinez,Mike Mercuriali,,yes,,martinezhometeam@gmail.com,,,,,,,missing structured address
4833,5046,Martin Torres,Mike Mercuriali,yes,,,,,"Martin Torres
P.O. Box 117
Vista CA 92085
United States",Vista,CA,92085,,no customer email
3487,196,Mater Dei HS Girls Basketball,Jered Hunt,yes,,,,,"Mater Dei HS Girls Basketball
1202 W Edinger Ave
Santa Ana CA 92707
United States",Santa Ana,CA,92707,,no customer email
2457,BYLT Basics,Matt Smidt,Steve Peterson,yes,yes,,,,"Matt Smidt
CA 
United States",,CA,,,no customer email; missing structured address
3699,342,Matthew Dale,Jered Hunt,yes,yes,,,,"Matthew Dale
United States",,,,,no customer email; missing structured address
3857,506,Mesa & Co Consulting LLC,Kevin McCormack,yes,,,,,"Mesa & Co Consulting LLC
2709 Rising Mist Lane
Bakersfield CA 93313
United States",Bakersfield,CA,93313,,no customer email
3637,297,Mesa Verde Softball,John Miller,yes,,yes,jmiller@nationalsportsapparel.com,,"Mesa Verde Softball
7501 Carriage Dr
Citrus Heights CA 95621
United States",Citrus Heights,CA,95621,Mesa Verde High School,no customer email; had NSA-internal email (jmiller@nationalsportsapparel.com)
3765,390,Mesa Verde HS Flag Football,Jered Hunt,yes,,,,,"Mesa Verde HS Flag Football
7501 Carriage Dr
Citrus Heights  CA 95621
United States",Citrus Heights,CA,95621,Mesa Verde High School,no customer email
5304,5440,Method School,Mike Mercuriali,yes,,,,,"Method School
27232 Via Industria
Temecula CA 92590
United States",Temecula,CA,92590,,no customer email
4230,1205,Michael Mercuriali,,yes,,yes,merc@nationalsportsapparel.com,,"Michael Mercuriali
343 Canyon Ridge Dr
Bonita CA 91902
United States",Bonita,CA,91902,,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
5136,5291,Miguel Crespo,Mike Mercuriali,,yes,,cresp_miguel@yahoo.com,,,,,,Miguel Crespo High School,missing structured address
4814,5029,Miguel Garcia,Mike Mercuriali,,yes,,miguecarri1@gmail.com,,,,,,,missing structured address
4870,5076,Mira Mesa Boys Soccer,Mike Mercuriali,,yes,,jasa5ja@yahoo.com,,,,,,,missing structured address
3703,345,Mira Monte High School,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Mira Monte High School
1800 S Fairfax Rd
Bakersfield CA 93307
United States",Bakersfield,CA,93307,,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
5214,5363,Mission College Men's Tennis,Steve Peterson,yes,,,,,"Mission College Men's Tennis
3000 Mission College Blvd
Santa Clara CA 95054
United States",Santa Clara,CA,95054,Mission College,no customer email
4062,1063,Mission Hills Wrestling Club,Jered Hunt,,yes,,dandrelljohnson220@gmail.com,,,,,,Mission College,missing structured address
4154,1145,Mission Vista HS Girls Soccer,Mike Mercuriali,yes,yes,,,,,,,,Mission College,no customer email; missing structured address
3774,395,Monrovia HS Boys Basketball,Jered Hunt,yes,,,,,"Monrovia HS Boys Basketball
845 West Coronado Blvd
Monrovi CA 91016
United States",Monrovi,CA,91016,,no customer email
4056,1058,Monte Vista Football,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Monte Vista Football
G.U.H.S.D.
3230 Sweetwater Springs Blvd
Spring Valley CA 91977
United States",Spring Valley,CA,91977,Monte Vista High School,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4066,1067,Monte Vista High School Admin,Mike Mercuriali,yes,,,,,"Monte Vista High School Admin
3230 Sweetwater Springs Blvd
Spring Valley CA 91977
United States",Spring Valley,CA,91977,Monte Vista High School,no customer email
4064,1065,Monte Vista High School Cross Country and Track,Mike Mercuriali,yes,,,,,"Monte Vista High School Cross Country
3230 Sweetwater Springs Blvd
Spring Valley CA 91977
United States",Spring Valley,CA,91977,Monte Vista High School,no customer email
4352,1304,Monte Vista High School Lacrosse,Mike Mercuriali,yes,,,,,"Monte Vista High School
G.U.H.S.D.
3230 Sweetwater Springs Blvd
Spring Valley CA 91977
United States",Spring Valley,CA,91977,Monte Vista High School,no customer email
4860,5067,Monte Vista High School Boys Basketball,Mike Mercuriali,,yes,,dsykes@guhsd.net,,,,,,Monte Vista High School,missing structured address
4919,5109,Monterey Road Elementary,Kelly Bean,yes,,,,,"Jen Tolbert
Monterey Road Elementary
3355 Monterey Road
Atascadero  CA 93422
United States",Atascadero,CA,93422,,no customer email
4992,5169,Montez Glass,Jeff Bianchini,,yes,,mattmontez@montezglass.com,,,,,,,missing structured address
4696,1597,Montgomery High School Soccer,Mike Mercuriali,yes,,,,,"Montgomery High School Soccer
3250 Palm Ave
San Diego CA 92154
United States",San Diego,CA,92154,Montgomery High School,no customer email
4196,1181,Moreno Valley HS Football,Jered Hunt,yes,,,,,"Moreno Valley HS Football
23300 Cottonwood Ave
Moreno Valley  CA 92553
United States",Moreno Valley,CA,92553,,no customer email
4963,5144,Morgan Hartanov,Mike Mercuriali,,yes,,morganhartanov@gmail.com,,,,,,,missing structured address
5193,5345,Morristown West,Kelly Bean,yes,,,,,"Coach Keith
Morristown West
1 Trojan Trl
Morristown TN 37813
United States",Morristown,TN,37813,,no customer email
4460,1399,Mount Whitney High School,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Mount Whitney High School
900 S Conyer St
Visalia CA 93277
United States",Visalia,CA,93277,,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4461,1400,Mount Whitney Basketball,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Mount Whitney High Basketball
900 S Conyer St
Visalia CA 93277
United States",Visalia,CA,93277,Mount Whitney High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4935,5123,Mountain Empire High School Football,Mike Mercuriali,,yes,,cameron.keller@meusd.org,,,,,,,missing structured address
4361,1312,Mountain House Baseball,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Mountain House Baseball
1090 Central Pkwy
Mountain House CA 95391
United States",Mountain House,CA,95391,Mountain House High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3924,550,Mountain House Boys Basketball,Shawn McHugh,yes,yes,yes,steve@nationalsportsapparel.com,(408) 393-2880,"Mountain House Boys Basketball
1090 S. Central Parkway
Mountain House CA 95391
United States",Mountain House,CA,95391,Mountain House High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com); missing structured address; rep=Shawn McHugh (pending reassignment)
4360,1311,Mountain House Flag Football,Steve Peterson,yes,,,,,"Mountain House Flag Football
1090 Central Pkwy
Mountain House CA 95391
United States",Mountain House,CA,95391,Mountain House High School,no customer email
3253,MH,Mountain House Football,Steve Peterson,,yes,,jcarr@lammersvilleusd.net,(408) 393-2880,"Mountain House Athletics
1090 S. Central Parkway
Mountain House CA 95391
United States",Mountain House,CA,95391,Mountain House High School,missing structured address
4359,1310,Mountain House Girls Basketball,Steve Peterson,yes,yes,yes,steve@nationalsportsapparel.com,(408) 393-2880,"Mountain House Girls Basketball
1090 S. Central Parkway
Mountain House CA 95391
United States",Mountain House,CA,95391,Mountain House High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com); missing structured address
3558,247,Mountain House Girls Volleyball,Steve Peterson,yes,yes,yes,steve@nationalsportsapparel.com,,"Mountain House Girls Volleyball
United States",,,,Mountain House High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com); missing structured address
3497,203,Mountain House Soccer,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Bethany Elementary

570 S. Escuela Dr. 

Mountain House CA 95391

United States",Mountain House,CA,95391,Mountain House High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4273,1240,Mountain House Softball,Steve Peterson,yes,,,,,"Mountain House Softball
1090 Central Pkwy
Mountain House CA 95391
United States",Mountain House,CA,95391,Mountain House High School,no customer email
4364,1314,Mountain House Tennis,Steve Peterson,yes,,,,,"Mountain House Tennis
1090 Central Pkwy
Mountain House CA 95391
United States",Mountain House,CA,95391,Mountain House High School,no customer email
3565,254,Mountain House Volleyball,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Mountain House Athletics
1090 S. Central Parkway
Mountain House CA 95391
United States",Mountain House,CA,95391,Mountain House High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4081,1079,Mountain House Wrestling,Steve Peterson,yes,yes,,,(408) 393-2880,"Mountain House Wrestling
1090 S. Central Parkway
Mountain House CA 95391
United States",Mountain House,CA,95391,Mountain House High School,no customer email; missing structured address
5339,5470,Myto Field Hockey Club,Mike Mercuriali,,yes,,imperato@helixcharter.net,,,,,,,missing structured address
4387,1333,NCMSBL,Mike Mercuriali,,yes,,ncmsbl@me.com,,"NCMSBL
United States",,,,,missing structured address
4600,1510,Nelson High School,Kelly Bean,yes,,,,,"Nelson High School
14897 SE Parklane Drive
Clackamas OR 97015
United States",Clackamas,OR,97015,,no customer email
4287,1248,Nevada Hoop Culture,Jered Hunt,yes,yes,,,,,,,,,no customer email; missing structured address
3299,90,New Zealand Lacrosse,Steve Peterson,,yes,,mleeson@unitec.ac.nz,,New Zealand Lacrosse,,,,,missing structured address
4442,1382,Next Play Baseball,Jered Hunt,,yes,,tylerrios2@icloud.com,,"Tyler Rios
Next Play Baseball 
United States",,,,,missing structured address
4378,1325,Noah Corral,Andrea,yes,yes,,,,,,,,,no customer email; missing structured address
4173,1161,Nogales HS Football,Jered Hunt,yes,,,,,"Nogales HS Football
401 Nogales St
La Puente CA 91744
United States",La Puente,CA,91744,,no customer email
4782,1673,Norcal Titans Basketball,Jered Hunt,,yes,,isaiahwalker13@gmail.com,,"Isaiah Walker
Norcal Titans Basketball
United States",,,,,missing structured address
4614,1523,North High School,Kevin McCormack,yes,yes,,,,"North High School
Bakersfield CA 93308
United States",Bakersfield,CA,93308,,no customer email; missing structured address
4616,1525,Basketball,Kevin McCormack,yes,yes,,,,"North High Basketball
Bakersfield CA 93308
United States",Bakersfield,CA,93308,,no customer email; missing structured address
4615,1524,Football,Kevin McCormack,yes,yes,,,,"North High Football
Bakersfield CA 93308
United States",Bakersfield,CA,93308,,no customer email; missing structured address
4206,1189,North Tahoe Football,Tim Kelly,yes,,yes,tk@nationalsportsapparel.com,,"North Tahoe HS Football
2945 Polaris Rd.
Tahoe City CA 96145
United States",Tahoe City,CA,96145,North Tahoe Middle School,no customer email; had NSA-internal email (tk@nationalsportsapparel.com)
3604,277,North Tahoe Little League,Jered Hunt,yes,,yes,steve@nationalsportsapparel.com,,"North Tahoe Little League
4465 Muletail Dr.
Carnelian Bay CA 96140
United States",Carnelian Bay,CA,96140,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3559,248,North Tahoe Middle School,Tim Kelly,yes,,yes,tk@nationalsportsapparel.com,,"North Tahoe Middle School
2945 Polaris Rd.
Tahoe City CA 96145
United States",Tahoe City,CA,96145,,no customer email; had NSA-internal email (tk@nationalsportsapparel.com)
3845,495,Northeast Little League,Jered Hunt,,yes,,dsilva104@gmail.com,,,,,,,missing structured address
3690,334,Northern Nevada Coaches Association,Tim Kelly,yes,yes,yes,steve@nationalsportsapparel.com,,,,,,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com); missing structured address
3405,142,NSA Chase,Chase Koissian,yes,yes,,,,,,,,,no customer email; missing structured address
4556,1475,NSA Irving Santos,Chase Koissian,,yes,,nsafulfillment@gmail.com,,"NSA Irving Santos
United States",,,,,missing structured address
4813,5028,NSA-SD,,yes,,,,,"NSA-SD
1045 BAY BLVD STE E
CHULA VISTA CA 91911-1627
United States",CHULA VISTA,CA,91911-1627,,no customer email
3508,212,Oakland Rugby Club,Steve Peterson,,yes,,e.wolfgramm@yahoo.com,,,,,,,missing structured address
5269,5411,Oasis Air & Solar,Rob Candelaria,,yes,,ed@322cool.com,,,,,,,missing structured address
3752,381,OC GOP,Steve Peterson,yes,yes,yes,steve@nationalsportsapparel.com,,,,,,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com); missing structured address
3939,561,Ocean View HS Water Polo,Jered Hunt,yes,,,,,"Ocean View HS Water Polo 
17071 Gothard St
Huntington Beach CA 92647
United States",Huntington Beach,CA,92647,Ocean View High School,no customer email
3396,138,Oceanside HS Football,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Oceanside High School Athletics
Attn: Football
1 Pirates Cove Way
Oceanside CA 92054
United States",Oceanside,CA,92054,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4254,1226,Olympian HS Drama,Mike Mercuriali,yes,,,,,"Olympian HS Drama
1925 Magdalena Ave
Chula Vista CA 91913
United States",Chula Vista,CA,91913,,no customer email
5023,5196,OMG Basketball,Kelly Bean,yes,,yes,kelly@nationalsportsapparel.com,,"Damon Gohata
OMG Basketball
10337 Greta Ave
Buena Park CA 90620
United States",Buena Park,CA,90620,,no customer email; had NSA-internal email (kelly@nationalsportsapparel.com)
4507,1434,Ontario HS Girls Basketball,Jered Hunt,yes,,,,,"Bryan Grant
Ontario HS Girls Basketball
901 W Francis Ave
Ontario  CA 91762
United States",Ontario,CA,91762,Ontario High School,no customer email
5327,5461,Ontario Union Toros Hockey,Jered Hunt,yes,yes,,,,"Rozanna Ceballos
Ontario Union Toros Hockey
United States",,,,Ontario High School,no customer email; missing structured address
2614,Orange Coast CollegeBaseball,Orange Coast College Baseball,Chase Koissian,yes,,,,,"Kinesiology & Athletics 
Orange Coast College Baseball
2701 Fairview Road
Costa Mesa CA 92626
United States",Costa Mesa,CA,92626,Orange Coast College,no customer email
4353,1305,Orange County National Team Lacrosse,Chase Koissian,,yes,,alexandra.kyte@lhsoc.org,,"Michael Welter
Orange County National Team LAX
CA 
United States",,CA,,,missing structured address
3639,299,Order of Malta,Jered Hunt,,yes,,monavarro4@icloud.com,,"Order of Malta
United States",,,,,missing structured address
4392,1338,Oscar Flores,Mike Mercuriali,yes,,,,,"Oscar Flores
1045 Bay Blvd Ste E
Chula Vista CA 91911
United States",Chula Vista,CA,91911,,no customer email
4544,1465,Oscar Gonzalez,Mike Mercuriali,,yes,,oscarandgonzalez@gmail.com,,,,,,,missing structured address
3934,559,Oscar Torres,Mike Mercuriali,,yes,,oatorresley@gmail.com,,,,,,,missing structured address
4727,1626,Pacific Southwest,Mike Mercuriali,,yes,,vlrtrainer27@gmail.com,,,,,,,missing structured address
4587,1503,Panenka Futbol Academy,Jered Hunt,yes,yes,,,,"David Alvarez
Panenka Futbol Academy
United States",,,,,no customer email; missing structured address
3830,434,Parlier Volleyball,Steve Peterson,yes,,yes,juliet@nationalsportsapparel.com,,"Parlier High School Volleyball
601 3rd St
Parlier CA 93648
United States",Parlier,CA,93648,,no customer email; had NSA-internal email (juliet@nationalsportsapparel.com)
4388,1334,Pasadena Elite Basketball Club,Mike Mercuriali,,yes,,richardbigbylegacy@gmail.com,,,,,,Pasadena High School,missing structured address
3764,389,Pasadena HS Boys Soccer,Jered Hunt,yes,,,,,"Pasadena HS Boys Soccer
2925 E Sierra Madre Blvd
Pasadena CA 91107
United States",Pasadena,CA,91107,Pasadena High School,no customer email
3803,412,Pasadena HS Girls Soccer,Steve Peterson,yes,,,,,"Pasadena HS Girls Soccer
2925 E Sierra Madre Blvd
Pasadena CA 91107
United States",Pasadena,CA,91107,Pasadena High School,no customer email
3693,337,Pasadena HS Golf,Jered Hunt,yes,yes,,,,"Seth Petit
Pasadena HS Golf
2925 E Sierra Madre Blvd
91107
Pasadena CA 
United States",Pasadena,CA,,Pasadena High School,no customer email; missing structured address
4799,1687,Patton Elementary School,Chase Koissian,yes,,,,,"Patton Elementary School
6851 Santa Rita Ave.
Garden Grove CA 92845
United States",Garden Grove,CA,92845,,no customer email
3785,403,Perris HS Girls Basketball,Jered Hunt,yes,,,,,"Perris HS Girls Basketball
175 E Nuevo Rd
Perris CA 92571
United States",Perris,CA,92571,,no customer email
4362,1313,Peter Hansen Elementary,Steve Peterson,yes,,,,,"Peter Hansen Elementary
1400 S. Durant Terrace 
Mountain House CA 95391
United States",Mountain House,CA,95391,,no customer email
4762,1656,PGE Tournament,Kelly Bean,yes,,,,,"PGE Tournament
9500 Alcotan Ln
Atascadero  CA 93422
United States",Atascadero,CA,93422,,no customer email
3562,251,Pillar Football,Steve Peterson,yes,yes,,,,,,,,,no customer email; missing structured address
3706,348,Placer High School,Jeff Bianchini,yes,,yes,steve@nationalsportsapparel.com,,"Placer High School Athletics
275 Orange St
Auburn CA 95603
United States",Auburn,CA,95603,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3714,354,Placer Football,Jeff Bianchini,yes,,yes,steve@nationalsportsapparel.com,,"Placer Football Boosters
3909 Richardson Drive
C/O Melissa Cutter
Auburn CA 95602
United States",Auburn,CA,95602,Placer High School,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4319,1275,Point Loma HS Beach Volleyball,,,yes,,suepassman@gmail.com,,,,,,,missing structured address
3813,419,Point Loma HS Boys Soccer,Mike Mercuriali,yes,,yes,steve@nationalsportsapparel.com,,"Maja Ralston-Good
3748 Wawona Dr
San Diego CA 92106
United States",San Diego,CA,92106,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
4244,1217,Point Loma Youth Football,Mike Mercuriali,,yes,,svargie13@gmail.com,,,,,,,missing structured address
4324,1279,Ponca City United FC,Mike Mercuriali,yes,yes,yes,merc@nationalsportsapparel.com,,,,,,,no customer email; had NSA-internal email (merc@nationalsportsapparel.com); missing structured address
5293,5430,Port Townsend Little League,Kelly Bean,yes,,,,,"Elijah Christofferson 
Port Townsend Little League
271 Cub Road
Port Townsend WA 98368
United States",Port Townsend,WA,98368,,no customer email
4414,1358,Portola High School Flag Football,Jered Hunt,yes,,,,,"Julie Primero
Portola High School Flag Football
1001 Cadence 
Irvine CA 92618
United States",Irvine,CA,92618,Portola High School,no customer email
4376,1323,Poway High School Flag Football,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Poway High Flag Football
15500 Espola Rd.
Poway CA 92064
United States",Poway,CA,92064,Poway High School,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4734,1633,Preuss Volleyball,Mike Mercuriali,,yes,,pwirszyla@preuss.ucsd.edu,,,,,,,missing structured address
4343,1295,Quaran Johnson,Jered Hunt,,yes,,quaranjsr@gmail.com,,"Quaran Johnson
Quaran Johnson
United States",,,,,missing structured address
4358,1309,Rafa Aceves,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"Rachel Dickinson
Semper Fit Athletics
3800 Chosin Ave
Bldg 13 Fitness Center MCRD
San Diego CA 92140
United States",San Diego,CA,92140,,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
4382,1329,Rancho Bernardo HS Flag Football,Jered Hunt,yes,,,,,"Courtney Luna De La Fuente
Rancho Bernardo HS Flag FB 
13010 Paseo Lucindo
San Diego  CA 92128
United States",San Diego,CA,92128,,no customer email
4148,1141,Ray Reza,Mike Mercuriali,yes,,,,,"Ray Reza
2706 S Benton St
Denver CO 80227
United States",Denver,CO,80227,,no customer email
4379,1326,Redlands East Valley HS Flag Football,Jered Hunt,yes,,,,,"Andrew Saibene
Redlands East Valley HS Flag FB
31000 E Colton Ave
Redlands CA 92374
United States",Redlands,CA,92374,Redlands High School,no customer email
4532,1454,Reedley College Residence Hall,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Reedley College Residence Hall
attn Jennifer Roland
995 N Reed Ave
Reedley CA 93654
United States",Reedley,CA,93654,Reedley College Athletics,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4339,1292,Reedley College Softball,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Reedley College Softball
995 N Reed Ave
Reedley CA 93654
United States",Reedley,CA,93654,Reedley College Athletics,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4892,5092,Reedley College Receiving,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Rob Hartenfels / Kevin Helmey
State Center Community College District
995 N Reed Ave
Central Warehouse
Reedley CA 93654-2017
United States",Reedley,CA,93654-2017,Reedley High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4818,5033,Reedley College Residence Hall,Kevin McCormack,yes,,,,,"State Center Community College District
Reedley College Residence Hall
995 N Reed Ave, RES Bldg
Residence Hall
Reedley CA Reedley
United States",Reedley,CA,Reedley,Reedley High School,no customer email
4411,1355,Reedley College Volleyball,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Reedley College Volleyball
995 N Reed Ave
Reedley CA 93654
United States",Reedley,CA,93654,Reedley College Athletics,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
5219,5366,Reedley HS Boys Tennis,Kevin McCormack,yes,,,,(559) 576-1881,"Reedley HS Boys Tennis
740 W North Ave,
Reedley CA 93654
United States",Reedley,CA,93654,Reedley High School,no customer email
4447,1387,Reedley HS Volleyball,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Reedley HS Volleyball
740 W North Ave,
Reedley CA 93654
United States",Reedley,CA,93654,Reedley High School,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3734,369,Rick Ramirez,Jeff Bianchini,yes,,yes,jeff@nationalsportsapparel.com,,"Rick Ramirez
1602 Sierra Gardens Drive
Roseville CA 95661
United States",Roseville,CA,95661,,no customer email; had NSA-internal email (jeff@nationalsportsapparel.com)
4367,1316,Ridgeview Football,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Ridgeview Football
8501 Stine Rd
Bakersfield CA 93313
United States",Bakersfield,CA,93313,Ridgeview HS Athletics,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
3761,387,Ridgeview Soccer,Kevin McCormack,yes,,yes,kevin@nationalsportsapparel.com,,"Ridgeview Soccer
8501 Stine Rd
Bakersfield CA 93313
United States",Bakersfield,CA,93313,Ridgeview HS Athletics,no customer email; had NSA-internal email (kevin@nationalsportsapparel.com)
4666,1570,Ripon Christian High School,Jeff Bianchini,yes,,,,,"Ripon Christian High School
435 Maple Avenue
Ripon CA 95366
United States",Ripon,CA,95366,,no customer email
3621,285,Robert Lopez,Chase Koissian,,yes,,chameleon3309@gmail.com,,"Robert Lopez
United States",,,,,missing structured address
4638,1544,Rocky Mountain High School,Kelly Bean,yes,,yes,kelly@nationalsportsapparel.com,,"Rocky Mountain High School
5450 N. Linder Rd
Meridian ID 83646
United States",Meridian,ID,83646,,no customer email; had NSA-internal email (kelly@nationalsportsapparel.com)
3545,239,Rogan Concrete Cutting,Jered Hunt,,yes,,allanclody@yahoo.com,,"Rogan Concrete Cutting
United States",,,,,missing structured address
5078,5241,Ron Cruz,Mike Mercuriali,,yes,,racruz1203@gmail.com,,,,,,,missing structured address
4594,Marissa Ross,Ross,Gayle Peterson,,yes,,ross_marissa@sac.edu,,,,,,,missing structured address
5218,5365,Ross Academy of Creative and Media Arts Middle School,Mike Mercuriali,yes,,,,,"Ross Academy of Creative and Media Arts Middle School
17707 Elaine Ave
Artesia CA 90701
United States",Artesia,CA,90701,,no customer email
4819,5034,Roving Sports Medicine,Jered Hunt,,yes,,info@rovingsportsmedicine.com,,"Daniel Dix
Roving Sports Medicine
United States",,,,,missing structured address
4585,1501,Ruben Flores,Mike Mercuriali,,yes,,syralax09@gmail.com,,,,,,,missing structured address
3713,360,Sacramento City College Volleyball,Jeff Bianchini,yes,,yes,jeff@nationalsportsapparel.com,(916) 558-2684,"Sacramento City College Golf 
Attn Deskaheh Bomberry
3835 Freeport Blvd
Sacramento CA 95822
United States",Sacramento,CA,95822,Sacramento City College,no customer email; had NSA-internal email (jeff@nationalsportsapparel.com)
3654,309,Sacramento Country Day School,Steve Peterson,yes,,yes,steve@nationalsportsapparel.com,,"Sacramento Country Day School
Attn: Athletics
2636 Latham Dr
Sacramento CA 95864
United States",Sacramento,CA,95864,,no customer email; had NSA-internal email (steve@nationalsportsapparel.com)
3446,165,Saddelback HS Girls Soccer,Jered Hunt,yes,,,,,"Saddelback HS Soccer
2802 S Flower St
Santa Ana CA 92707
United States",Santa Ana,CA,92707,,no customer email
4177,1165,Samuel Roach,Jered Hunt,yes,yes,,,,,,,,,no customer email; missing structured address
4005,1022,San Diego High School Girl's Soccer,Mike Mercuriali,yes,,yes,merc@nationalsportsapparel.com,,"San Diego High School Girl's Soccer
1405 Park Blvd
San Diego CA 92101
United States",San Diego,CA,92101,San Diego High School,no customer email; had NSA-internal email (merc@nationalsportsapparel.com)
5280,5420,San Diego State University Men's Soccer,Mike Mercuriali,yes,yes,,,,,,,,San Diego High School,no customer email; missing structured address
